Country,City,CO AQI Value,CO AQI Category
Italy,Brugherio,2,Good
Nigeria,Bugama,7,Good
Democratic Republic of the Congo,Bulungu,35,Good
Ethiopia,Bure,1,Good
Slovakia,Bytca,1,Good
Brazil,Cachoeiras De Macacu,2,Good
Spain,Calella,1,Good
Mexico,Calvillo,1,Good
Brazil,Campo Alegre,0,Good
Italy,Campobello Di Licata,1,Good
Romania,Cluj Napoca,1,Good
Unknown,Coatzacoalcos,1,Good
Spain,Cocentaina,1,Good
United States of America,Cocoa Beach,1,Good
Australia,Coffs Harbour,0,Good
Bolivia (Plurinational State of),Cotoca,1,Good
Portugal,Covilha,0,Good
France,Concarneau,1,Good
United States of America,Crossville,2,Good
El Salvador,Cuscatancingo,3,Good
Portugal,Custoias,1,Good
Senegal,Dahra,1,Good
India,Dakor,1,Good
United States of America,Prairie Village,1,Good
Colombia,Puerto Rico,1,Good
India,Puliyankudi,1,Good
Russian Federation,Pyshma,1,Good
Germany,Radolfzell,1,Good
Indonesia,Rajapolah,1,Good
India,Rajgurunagar,2,Good
Germany,Poing,1,Good
Unknown,Pontal Do Parana,1,Good
Cambodia,Kampong Thum,1,Good
Japan,Kanuma,1,Good
India,Karari,1,Good
Uzbekistan,Karauzyak,1,Good
India,Katghora,1,Good
Republic of North Macedonia,Kavadarci,1,Good
Myanmar,Kayan,0,Good
Mali,Kayes,1,Good
Senegal,Kebemer,1,Good
Kazakhstan,Kentau,1,Good
Poland,Gniezno,1,Good
India,Gormi,1,Good
United States of America,Green Bay,1,Good
Poland,Grodzisk Mazowiecki,1,Good
Colombia,Guaduas,2,Good
Unknown,Guaratuba,1,Good
Egypt,Fowa,2,Good
Germany,Friedberg,1,Good
France,Frontignan,1,Good
India,Garhshankar,2,Good
United States of America,Garner,2,Good
Unknown,Gazimagusa,1,Good
Iran (Islamic Republic of),Javanrud,1,Good
India,Jawhar,1,Good
India,Jaysingpur,0,Good
Belgium,Jodoigne,1,Good
Finland,Joensuu,1,Good
India,Joshimath,1,Good
India,Joura,1,Good
Democratic Republic of the Congo,Kabare,2,Good
Ghana,Kade,1,Good
Germany,Hilchenbach,1,Good
Japan,Hitachi,1,Good
United Kingdom of Great Britain and Northern Ireland,Hoddesdon,0,Good
Czechia,Hodonin,1,Good
United States of America,Howard,1,Good
Germany,Hunfeld,1,Good
Germany,Idstein,1,Good
Nigeria,Ikire,4,Good
United Republic of Tanzania,Ilembula,0,Good
South Africa,Danielskuil,0,Good
Uzbekistan,Denau,1,Good
Australia,Devonport,0,Good
India,Dhuri,1,Good
Viet Nam,Dien Bien,0,Good
Pakistan,Dinga,2,Good
Guatemala,Dolores,1,Good
Mexico,Gustavo Diaz Ordaz,2,Good
India,Guwahati,2,Good
China,Haizhou,4,Good
India,Hasanpur,1,Good
Turkey,Hayrabolu,1,Good
Uzbekistan,Hazorasp,1,Good
France,Hem,1,Good
China,Hengshui,3,Good
France,Herouville Saint Clair,1,Good
Poland,Minsk Mazowiecki,1,Good
Japan,Miyako,1,Good
Brazil,Mocajuba,1,Good
Germany,Moglingen,0,Good
Afghanistan,Kusk,1,Good
Mexico,La Cruz,1,Good
El Salvador,La Libertad,2,Good
Nigeria,Ipoti,2,Good
Brazil,Itabaianinha,1,Good
Brazil,Itacarambi,0,Good
Brazil,Itapuranga,1,Good
Italy,Enna,1,Good
Sweden,Eskilstuna,0,Good
France,Faaa,0,Good
Sweden,Fagersta,0,Good
United States of America,Faribault,1,Good
Romania,Flamanzi,1,Good
France,Fontenay Aux Roses,1,Good
United States of America,Foothill Farms,1,Good
United Kingdom of Great Britain and Northern Ireland,Formby,0,Good
Brazil,Formosa Do Rio Preto,0,Good
United States of America,Fort Carson,1,Good
India,Machilipatnam,1,Good
France,Dreux,1,Good
Germany,Drolshagen,1,Good
Mexico,Dzitbalche,1,Good
Mexico,Eagle Pass,1,Good
United States of America,Easley,2,Good
United States of America,East Massapequa,2,Good
Nigeria,Effium,4,Good
Russian Federation,Elektrougli,1,Good
United States of America,Elizabeth City,1,Good
United States of America,Elizabeth,1,Good
Greece,Ellinikon,1,Good
United States of America,Olympia Heights,2,Good
Japan,Omigawa,1,Good
United States of America,Opelousas,1,Good
Turkey,Ordu,1,Good
Republic of North Macedonia,Oslomej,1,Good
Russian Federation,Ostashkov,0,Good
Ukraine,Ostroh,1,Good
Japan,Otawara,1,Good
Italy,Ottaviano,1,Good
United States of America,Ottawa,1,Good
United States of America,Owensboro,2,Good
Thailand,Pa Daet,0,Good
Hungary,Paks,1,Good
Chile,Panguipulli,0,Good
Thailand,Pathum Thani,1,Good
India,Patiala,1,Good
India,Pavagada,0,Good
India,Phalauda,1,Good
Unknown,Lipari,1,Good
United Republic of Tanzania,Liuli,0,Good
Spain,Lloret De Mar,1,Good
Belgium,Lochristi,1,Good
Germany,Lohfelden,1,Good
United States of America,Long Branch,2,Good
Brazil,Louveira,3,Good
Germany,Ludwigsfelde,1,Good
Philippines,Lupao,1,Good
United Republic of Tanzania,Mabamba,2,Good
Niger,Madaoua,2,Good
India,Maddur,0,Good
Germany,Mainz,1,Good
Nigeria,Makurdi,3,Good
India,Mallur,1,Good
India,Manali,2,Good
India,Manavalakurichi,0,Good
Pakistan,Mandi Bahauddin,2,Good
India,Mannarakkat,1,Good
United States of America,Mansfield,2,Good
Armenia,Martuni,0,Good
Japan,Maruko,1,Good
Italy,Mascali,1,Good
Spain,Mataro,1,Good
Venezuela (Bolivarian Republic of),Maturin,1,Good
Senegal,Mbacke,2,Good
Germany,Meerane,1,Good
Indonesia,Mentok,1,Good
United States of America,Merrillville,1,Good
Romania,Oltenita,1,Good
United States of America,Oneida,1,Good
Ukraine,Orikhiv,1,Good
Turkey,Ortakoy,1,Good
Germany,Osterhofen,1,Good
United States of America,Overland,1,Good
Portugal,Palmela,1,Good
Russian Federation,Pangody,1,Good
Guatemala,Panzos,2,Good
Brazil,Paracatu,1,Good
Indonesia,Parakan,2,Good
Malaysia,Parit Raja,1,Good
Malaysia,Pasir Mas,2,Good
Brazil,Pedro Juan Caballero,1,Good
Germany,Perleberg,0,Good
United States of America,North Providence,2,Good
United Kingdom of Great Britain and Northern Ireland,Northallerton,1,Good
Germany,Nottuln,0,Good
Republic of North Macedonia,Novo Selo,1,Good
Guatemala,Nueva Concepcion,3,Good
Russian Federation,Nyazepetrovsk,1,Good
United States of America,Oak Harbor,1,Good
Namibia,Okahandja,1,Good
United States of America,Moorpark,2,Good
Portugal,Moscavide,1,Good
United States of America,Mountain Brook,1,Good
India,Muzhappilangad,0,Good
Hungary,Nagykanizsa,1,Good
India,Nalagarh,2,Good
India,Namakkal,1,Good
China,Nanchong,6,Good
India,Nandura,0,Good
Germany,Morlenbach,1,Good
India,Narnaund,2,Good
India,Nathdwara,1,Good
Iran (Islamic Republic of),Neka,1,Good
Germany,Neumunster,0,Good
United States of America,Newington,3,Good
Indonesia,Ngemplak,1,Good
Japan,Nikko,1,Good
Philippines,Midsayap,1,Good
Poland,Miedzyrzecz,1,Good
Japan,Mikuni,1,Good
United States of America,Millburn,3,Good
United States of America,Milwaukee,1,Good
Iran (Islamic Republic of),Minab,1,Good
Russian Federation,Altayskoye,1,Good
Cuba,Amancio,1,Good
Indonesia,Ambarawa,2,Good
Portugal,Amora,1,Good
Brazil,Amparo,1,Good
Italy,Aprilia,1,Good
Brazil,Aracoiaba,0,Good
Brazil,Aracuai,1,Good
Italy,Aragona,1,Good
Armenia,Abovyan,1,Good
Cuba,Abreus,1,Good
Côte d'Ivoire,Affery,1,Good
Pakistan,Ahmadpur East,2,Good
Iceland,Akureyri,1,Good
Russian Federation,Aleksandrovsk,1,Good
Spain,Alfafar,1,Good
United States of America,Allen,1,Good
Nigeria,Bama,2,Good
India,Bansdih,3,Good
United States of America,Baraboo,1,Good
India,Barauli,3,Good
India,Barmer,0,Good
Germany,Bautzen,1,Good
United States of America,Baytown,2,Good
United States of America,Bellmawr,1,Good
Somalia,Bereda,1,Good
India,Bhawanipatna,2,Good
India,Bhongaon,4,Good
Spain,Arnedo,1,Good
Spain,Arucas,0,Good
Costa Rica,Aserri,1,Good
Germany,Attendorn,1,Good
Spain,Avila,1,Good
Guatemala,Ayutla,3,Good
Germany,Bad Pyrmont,1,Good
United States of America,Brookline,1,Good
India,Byadgi,1,Good
Brazil,Caetite,0,Good
Spain,Calafell,1,Good
Spain,Camas,0,Good
Italy,Canicatti,1,Good
Colombia,Carmen De Viboral,3,Good
Italy,Casalecchio Di Reno,1,Good
Iran (Islamic Republic of),Chabahar,2,Good
China,Changli,3,Good
India,Charkhari,3,Good
United States of America,Cherry Hill,1,Good
India,Chikhli,1,Good
Indonesia,Cibadak,4,Good
Italy,Citta Di Castello,1,Good
Italy,Bisceglie,1,Good
India,Bithur,4,Good
Turkey,Bitlis,0,Good
Germany,Blumberg,1,Good
India,Bokajan,2,Good
United Kingdom of Great Britain and Northern Ireland,Borehamwood,1,Good
Bulgaria,Botevgrad,1,Good
Czechia,Breclav,1,Good
United Kingdom of Great Britain and Northern Ireland,Bridgwater,1,Good
Italy,Collegno,1,Good
Venezuela (Bolivarian Republic of),Coro,1,Good
Brazil,Coruripe,0,Good
Germany,Cottbus,1,Good
United Kingdom of Great Britain and Northern Ireland,Crewe,1,Good
Brazil,Crixas,1,Good
United Kingdom of Great Britain and Northern Ireland,Crosby,1,Good
Guatemala,Cuilapa,2,Good
Japan,Daito,1,Good
Indonesia,Adiwerna,2,Good
Mexico,Ajoloapan,1,Good
Bulgaria,Ajtos,1,Good
Nigeria,Aku,8,Good
Philippines,Alaminos,0,Good
Romania,Alba Iulia,1,Good
Germany,Alfeld,1,Good
Ukraine,Yavoriv,1,Good
Nigeria,Yola,2,Good
Peru,Yunguyo,0,Good
Guatemala,Zacapa,1,Good
Belgium,Zandhoven,1,Good
Germany,Zeitz,1,Good
Russian Federation,Zeya,3,Good
Kazakhstan,Zharkent,1,Good
Unknown,Zhenhai,4,Good
China,Zhongshu,3,Good
Russian Federation,Zhukovskiy,1,Good
Bosnia and Herzegovina,Zivinice,1,Good
Ukraine,Zolotonosha,1,Good
Kazakhstan,Zyryanovsk,1,Good
Ecuador,Bahia De Caraquez,1,Good
Romania,Baia Mare,1,Good
India,Bail Hongal,0,Good
Cuba,Baragua,0,Good
India,Baraut,3,Good
Brazil,Barretos,1,Good
United States of America,Bartlett,1,Good
India,Basugaon,2,Good
Cuba,Batabano,0,Good
Brazil,Bebedouro,1,Good
Unknown,Benicia,1,Good
Chad,Benoy,2,Good
United States of America,Bensenville,2,Good
Malaysia,Bentong,1,Good
Japan,Beppu,1,Good
India,Bhalki,0,Good
Brazil,Boa Esperanca Do Sul,1,Good
Nicaragua,Boaco,1,Good
Spain,Boiro,1,Good
Romania,Campulung Moldovenesc,1,Good
Turkey,Canakkale,1,Good
United States of America,Cape Girardeau,1,Good
United Kingdom of Great Britain and Northern Ireland,Carmarthen,1,Good
Spain,Ceuta,1,Good
Philippines,Buluan,0,Good
Brazil,Buritama,1,Good
Brazil,Buritizeiro,1,Good
Italy,Busca,1,Good
Brazil,Cacador,1,Good
Peru,Cajamarca,1,Good
United States of America,Athens,2,Good
Brazil,Atibaia,4,Good
Mexico,Atlacomulco,1,Good
France,Aulnay Sous Bois,1,Good
Germany,Bad Camberg,1,Good
Spain,Badajoz,1,Good
Cameroon,Bafia,3,Good
Spain,Tafalla,1,Good
Egypt,Talkha,1,Good
India,Talwara,4,Good
Hungary,Tapolca,1,Good
Philippines,Tarlac,2,Good
Poland,Tarnobrzeg,1,Good
Argentina,Tartagal,0,Good
Brazil,Taubate,1,Good
United Republic of Tanzania,Uyovu,1,Good
Russian Federation,Vasilyevo,1,Good
Romania,Vatra Dornei,0,Good
Brazil,Vera Cruz,0,Good
Russian Federation,Verkhnyaya Pyshma,1,Good
Thailand,Surin,2,Good
Libya,Surman,1,Good
Cambodia,Ta Khmau,1,Good
India,Singarayakonda,2,Good
Hungary,Dorog,1,Good
United States of America,Downey,4,Good
Canada,Drummondville,2,Good
India,Dugda,3,Good
South Africa,Duiwelskloof,3,Good
Slovakia,Dunajska Streda,1,Good
United States of America,East Haven,3,Good
United States of America,Eastlake,1,Good
Eritrea,Edd,1,Good
United States of America,Eden Prairie,1,Good
Germany,Eichenau,1,Good
Netherlands,Eindhoven,1,Good
South Africa,Ekuvukeni,1,Good
South Africa,Ellisras,2,Good
Germany,Erfurt,1,Good
Portugal,Faro,1,Good
Central African Republic,Damara,2,Good
China,Danjiangkou,2,Good
Afghanistan,Dawlatabad,1,Good
Belgium,Dendermonde,1,Good
India,Deolali,0,Good
Indonesia,Depok,1,Good
United States of America,Des Plaines,2,Good
Germany,Diedorf,1,Good
United States of America,Phoenixville,1,Good
Italy,Piano Di Sorrento,1,Good
Mexico,Queretaro,2,Good
Philippines,Quisao,1,Good
India,Rajampet,0,Good
Indonesia,Rantepao,0,Good
India,Renigunta,0,Good
United States of America,Renton,1,Good
Russian Federation,Rezh,1,Good
Germany,Roding,1,Good
Russian Federation,Pokhvistnevo,1,Good
Russian Federation,Pokrov,1,Good
Brazil,Ponte Nova,1,Good
Germany,Preetz,0,Good
Bulgaria,Provadija,1,Good
Poland,Puck,1,Good
United Kingdom of Great Britain and Northern Ireland,Pudsey,1,Good
Azerbaijan,Qovlar,1,Good
Lesotho,Quthing,1,Good
Mexico,Rafael Lara Grajales,1,Good
India,Sadalgi,0,Good
United States of America,Saddle Brook,3,Good
Pakistan,Sadiqabad,1,Good
Italy,Salerno,1,Good
Lithuania,Alytus,1,Good
India,Anand,1,Good
China,Anjiang,3,Good
India,Anklesvar,1,Good
Poland,Gorlice,1,Good
Poland,Grajewo,1,Good
Cuba,Guaimaro,1,Good
France,Haguenau,1,Good
United States of America,Hanover,2,Good
Germany,Haren,0,Good
Netherlands,Harlingen,0,Good
Pakistan,Hasilpur,1,Good
India,Hathras,2,Good
France,Hautmont,1,Good
New Zealand,Hawera,0,Good
Jordan,Hawwarah,1,Good
United States of America,Hazleton,2,Good
South Africa,Hendrina,1,Good
Germany,Henstedt Ulzburg,0,Good
Myanmar,Henzada,0,Good
France,Fort De France,1,Good
United States of America,Fortuna,1,Good
Cameroon,Fundong,3,Good
Japan,Funehiki,1,Good
Turkmenistan,Gazanjyk,1,Good
Germany,Gemunden,1,Good
Mexico,Huixquilucan,5,Good
Greece,Ialisos,1,Good
Brazil,Ibipeba,0,Good
Japan,Hikari,1,Good
Honduras,Cofradia,1,Good
Portugal,Coimbra,1,Good
United States of America,Commack,5,Good
Mexico,Cosamaloapan,2,Good
Brazil,Cotia,6,Good
Brazil,Coxim,1,Good
United States of America,Cullman,2,Good
Italy,Cuorgne,3,Good
Côte d'Ivoire,Dabakala,1,Good
India,Chatrapur,2,Good
India,Chhoti Sadri,1,Good
Czechia,Chodov,1,Good
Thailand,Chon Daen,0,Good
Spain,Cieza,1,Good
India,Khatima,3,Good
Poland,Kielce,1,Good
Greece,Kilkis,1,Good
Azerbaijan,Kirovskiy,1,Good
Bangladesh,Kishorganj,3,Good
Finland,Kokkola,1,Good
Netherlands,Kollumerland,0,Good
Japan,Konosu,1,Good
Germany,Korntal Munchingen,2,Good
Palau,Koror,0,Good
India,Kotagiri,0,Good
India,Kotma,2,Good
Malaysia,Kuala Perlis,2,Good
Russian Federation,Kulunda,1,Good
Republic of North Macedonia,Kumanovo,1,Good
Germany,Kunzell,1,Good
Croatia,Kutina,1,Good
Spain,La Orotava,0,Good
Germany,Lage,1,Good
United States of America,Lake City,1,Good
Thailand,Lampang,0,Good
Iran (Islamic Republic of),Langarud,1,Good
Germany,Langenau,1,Good
France,Laon,1,Good
Germany,Lauf,1,Good
Suriname,Lelydorp,1,Good
Serbia,Leskovac,1,Good
Germany,Leutenbach,1,Good
Netherlands,Schijndel,1,Good
Belgium,Schoten,1,Good
Israel,Sederot,1,Good
India,Sehore,1,Good
Russian Federation,Severouralsk,1,Good
United States of America,Shafter,2,Good
China,Shuangyang,3,Good
Russian Federation,Sibay,1,Good
Finland,Siilinjarvi,1,Good
Turkey,Silopi,1,Good
France,Sin Le Noble,1,Good
Singapore,Singapore,1,Good
United States of America,Snyder,1,Good
France,Soisy Sous Montmorency,1,Good
Brazil,Solanea,0,Good
Russian Federation,Soldato Aleksandrovskoye,1,Good
Mexico,San Gabriel Casa Blanca,2,Good
Colombia,San Pedro De Uraba,1,Good
Costa Rica,San Ramon,2,Good
United States of America,Sandwich,1,Good
France,Sannois,1,Good
Cuba,Santiago De Cuba,1,Good
Guatemala,Santiago Sacatepequez,3,Good
Brazil,Sao Gabriel Da Cachoeira,1,Good
Brazil,Sao Joao Nepomuceno,3,Good
Pakistan,Sarai Naurang,2,Good
Republic of North Macedonia,Saraj,1,Good
South Africa,Somerset West,12,Good
United States of America,Southgate,1,Good
South Africa,Springs,7,Good
Serbia,Sremska Kamenica,1,Good
France,Strasbourg,2,Good
India,Suchindram,0,Good
Indonesia,Sumenep,1,Good
United States of America,Tavares,1,Good
Japan,Tawaramoto,2,Good
Ukraine,Terebovlya,1,Good
Turkey,Terme,1,Good
Italy,Terranuova Bracciolini,1,Good
United States of America,Terre Haute,1,Good
United States of America,Thornton,1,Good
United States of America,Tonawanda,1,Good
United States of America,Tooele,1,Good
Unknown,Trapani,1,Good
Russian Federation,Tselina,1,Good
India,Tufanganj,5,Good
Colombia,Tulua,1,Good
United Republic of Tanzania,Tumbi,0,Good
India,Tundla,6,Good
Russian Federation,Turinsk,1,Good
United States of America,Twinsburg,1,Good
Mexico,Uman,1,Good
Austria,Wels,1,Good
Germany,Wennigsen,1,Good
United States of America,Westerly,1,Good
South Africa,Westonaria,5,Good
Switzerland,Wettingen,1,Good
United States of America,White Bear Lake,1,Good
United States of America,White Center,1,Good
United States of America,Wixom,1,Good
Netherlands,Woerden,1,Good
Germany,Wolfenbuttel,1,Good
Croatia,Virovitica,1,Good
United States of America,Visalia,2,Good
Madagascar,Vohibinany,1,Good
Netherlands,Voorhout,1,Good
Netherlands,Waalwijk,1,Good
Australia,Wagga Wagga,0,Good
Germany,Wald Michelbach,1,Good
Germany,Weilerswist,1,Good
China,Xinzhi,4,Good
China,Xiuyan,2,Good
United States of America,Ironton,2,Good
Japan,Isehara,1,Good
United States of America,Iselin,3,Good
Brazil,Itarare,1,Good
Brazil,Itarema,0,Good
Belarus,Ivanava,1,Good
India,Jamnagar,0,Good
India,Jaswantnagar,2,Good
India,Jatara,1,Good
China,Jiangyin,5,Good
China,Jieshi,3,Good
Brazil,Joao Pinheiro,1,Good
Lebanon,Jubayl,1,Good
Mexico,Juchitan,2,Good
Thailand,Kaeng Khlo,1,Good
India,Kairana,3,Good
Greece,Kamateron,1,Good
Pakistan,Kamir,2,Good
Democratic Republic of the Congo,Kaniama,12,Good
Turkey,Karabuk,1,Good
Indonesia,Karanganyar,1,Good
Kenya,Karuri,2,Good
Indonesia,Kasihan,1,Good
Unknown,Kavaratti,0,Good
Japan,Kawanishi,1,Good
United States of America,Kaysville,1,Good
United States of America,Kenosha,2,Good
India,Daryapur,1,Good
India,Dasna,4,Good
India,Daurala,3,Good
France,Denain,1,Good
India,Dhanbad,3,Good
India,Dibai,3,Good
Russian Federation,Divnogorsk,1,Good
United Republic of Tanzania,Dongobesh,0,Good
Czechia,Dvur Kralove,1,Good
United States of America,Eastchester,2,Good
Kazakhstan,Ekibastuz,1,Good
United States of America,Elkridge,2,Good
United States of America,Elyria,2,Good
Italy,Narni,1,Good
Bangladesh,Narsingdi,2,Good
Pakistan,Nasirabad,1,Good
Unknown,Navelim,0,Good
Ghana,Navrongo,1,Good
Japan,Naze,1,Good
Switzerland,Neuchatel,1,Good
United States of America,New Braunfels,1,Good
United States of America,New Orleans,1,Good
Netherlands,Nieuwegein,1,Good
Russian Federation,Nizhnevartovsk,1,Good
Bolivia (Plurinational State of),Puerto Quijarro,0,Good
Switzerland,Pully,1,Good
Poland,Pyskowice,1,Good
Tunisia,Qasr Hallal,1,Good
Mozambique,Quelimane,0,Good
India,Quepem,0,Good
Philippines,Quezon,1,Good
Guatemala,San Luis Jilotepeque,2,Good
Mali,San,1,Good
Guatemala,Santa Catarina Mita,2,Good
Mexico,Santiago Tuxtla,2,Good
United States of America,Scottsboro,1,Good
India,Shahada,0,Good
Russian Federation,Shakhovskaya,0,Good
Belgium,Ranst,1,Good
Republic of Moldova,Rascani,1,Good
Pakistan,Ratodero,1,Good
Unknown,Rembang,2,Good
Italy,Rimini,1,Good
United States of America,River Forest,2,Good
Brazil,Rosario Do Sul,0,Good
Russian Federation,Rubtsovsk,1,Good
Belgium,Rumst,1,Good
Poland,Rypin,1,Good
Malaysia,Sabak,1,Good
Azerbaijan,Sabuncu,1,Good
Côte d'Ivoire,Sakassou,1,Good
Dominican Republic,Salcedo,3,Good
Brazil,Salinopolis,1,Good
Canada,Salmon Arm,1,Good
Spain,Salobrena,1,Good
Russian Federation,Samarskoye,1,Good
Russian Federation,Kotelniki,1,Good
Gabon,Koulamoutou,3,Good
Ukraine,Krasyliv,1,Good
Croatia,Krizevci,1,Good
Malaysia,Kuala Selangor,1,Good
India,Kumbhraj,1,Good
India,Kundla,0,Good
Russian Federation,Kushchevskaya,1,Good
Namibia,Mariental,1,Good
United States of America,Marshalltown,1,Good
Mozambique,Matola,2,Good
Germany,Meckenbeuren,1,Good
Russian Federation,Medvedevo,1,Good
Iran (Islamic Republic of),Mehriz,1,Good
United Kingdom of Great Britain and Northern Ireland,Melton Mowbray,0,Good
Italy,Merano,0,Good
Ethiopia,Metu,1,Good
Morocco,Tawnat,1,Good
Lithuania,Telsiai,1,Good
Indonesia,Teluk Nibung,2,Good
Austria,Ternitz,0,Good
United States of America,Tewksbury,1,Good
Thailand,Tha Muang,0,Good
South Africa,Theunissen,2,Good
France,Thiais,1,Good
Belgium,Thuin,1,Good
United States of America,Tiffin,1,Good
Brazil,Tijucas,1,Good
Russian Federation,Suvorov,0,Good
Japan,Suwa,1,Good
Slovakia,Svidnik,1,Good
Czechia,Tachov,0,Good
China,Tali,3,Good
Ukraine,Tarashcha,1,Good
Brazil,Tarauaca,1,Good
Japan,Shiogama,1,Good
United States of America,Shoreview,1,Good
Russian Federation,Shumerlya,1,Good
Pakistan,Sibi,1,Good
Germany,Sinzheim,0,Good
Guatemala,Siquinala,4,Good
India,Sirathu,1,Good
India,Sojitra,1,Good
Indonesia,Srandakan,1,Good
United States of America,North Highlands,1,Good
Unknown,Ocean City,1,Good
Mexico,Ojinaga,1,Good
Poland,Olesno,1,Good
India,Mulanur,0,Good
Ukraine,Mykolayiv,1,Good
Japan,Nagato,1,Good
Japan,Nakanojo,1,Good
Japan,Nakatsu,1,Good
United States of America,Pico Rivera,5,Good
United States of America,Pikesville,1,Good
Pakistan,Pind Dadan Khan,2,Good
Brazil,Pinhao,0,Good
Brazil,Pirapozinho,1,Good
France,Plerin,0,Good
Panama,Pocri,2,Good
Russian Federation,Podporozhye,1,Good
Argentina,Posadas,0,Good
United Republic of Tanzania,Kirando,1,Good
Ukraine,Kirovohrad,1,Good
United Republic of Tanzania,Korogwe,1,Good
Serbia,Urosevac,1,Good
Brazil,Uruacu,1,Good
Brazil,Urupes,1,Good
Russian Federation,Uspenskoye,1,Good
India,Vada,1,Good
Armenia,Vagharshapat,1,Good
Madagascar,Vangaindrano,0,Good
Brazil,Varjota,1,Good
India,Varkkallai,1,Good
Italy,Vicenza,1,Good
Venezuela (Bolivarian Republic of),Yaritagua,1,Good
South Sudan,Yei,1,Good
Russian Federation,Yelnya,1,Good
Myanmar,Yenangyaung,1,Good
India,Yerraguntla,0,Good
Malaysia,Yong Peng,1,Good
Colombia,Yumbo,2,Good
China,Zhoukou,3,Good
China,Zhuanghe,3,Good
United States of America,West Allis,2,Good
Belgium,Wezembeek Oppem,1,Good
Germany,Wismar,0,Good
Cameroon,Yaounde,2,Good
India,Viramgam,1,Good
Italy,Vittorio Veneto,1,Good
South Africa,Vrede,3,Good
India,Vrindavan,1,Good
Russian Federation,Vyksa,1,Good
United States of America,Wahiawa,0,Good
Germany,Waldkirch,1,Good
Indonesia,Wanasari,2,Good
China,Wanning,1,Good
Netherlands,Weert,1,Good
Poland,Wegrow,1,Good
Russian Federation,Torzhok,0,Good
Brazil,Trairi,0,Good
India,Tuensang,2,Good
Finland,Tuusula,3,Good
India,Lakhna,1,Good
Germany,Langenselbold,1,Good
United Kingdom of Great Britain and Northern Ireland,Larkhall,0,Good
